min ax,max ax,mean ax,median ax,mad ax,sd ax,tdiff ax,iqr ax,entropy ax,skew ax,kurt ax,rms ax,pos jumps ax,neg jumps ax,min ay,max ay,mean ay,median ay,mad ay,sd ay,tdiff ay,iqr ay,entropy ay,skew ay,kurt ay,rms ay,pos jumps ay,neg jumps ay,min az,max az,mean az,median az,mad az,sd az,tdiff az,iqr az,entropy az,skew az,kurt az,rms az,pos jumps az,neg jumps az,min gx,max gx,mean gx,median gx,mad gx,sd gx,tdiff gx,iqr gx,entropy gx,skew gx,kurt gx,rms gx,pos jumps gx,neg jumps gx,min gy,max gy,mean gy,median gy,mad gy,sd gy,tdiff gy,iqr gy,entropy gy,skew gy,kurt gy,rms gy,pos jumps gy,neg jumps gy,min gz,max gz,mean gz,median gz,mad gz,sd gz,tdiff gz,iqr gz,entropy gz,skew gz,kurt gz,rms gz,pos jumps gz,neg jumps gz,label
-32768,32767,5067.0,4160.0,11279.4,17775.09986351398,204,4304.0,-5.31508495181978,-0.08869501143444754,0.07493804807479165,18050.78822101683,3,4,3808,32767,14375.4,9462.0,8804.42,10472.9947579477,305,12179.0,-5.315084951819779,0.9582472136967327,-0.6846184252027157,17630.9830525697,1,1,-32768,20316,-15012.8,-12216.0,10565.119999999999,14969.786362783152,408,20716.0,-5.741446071165521,0.70818470583477,0.4869758665239683,20934.99325053629,3,4,-31646,32767,1032.1,-458.5,11136.45,16528.321406476505,-713,6452.25,-4.554120904376099,0.27720838268468484,0.13611648036053614,16142.842640006127,2,4,-32768,32767,2005.05,778.0,12129.065,17461.236884129492,408,14330.25,-4.786313713864835,-0.13307995130016712,0.07485402193184987,17136.81065280235,4,2,-32768,32767,75.2,-464.5,12503.44,18626.105298464132,408,11584.75,-4.786313713864835,0.18586090996340446,-0.18095740677093852,18154.637525987677,3,3,1
-24272,32767,4898.65,1728.0,12949.175,17042.191789095552,204,11740.0,-4.905273398029051,0.4791182152524966,-0.6949038157335603,17317.946118116895,3,4,4540,32767,12418.5,7954.0,7507.5,9503.235983489767,-407,11740.0,-4.554120904376099,1.2775392487565482,0.25214848331917494,15492.419491480341,1,1,-32768,28840,-11666.2,-11012.0,10987.84,17137.635603056737,305,12054.0,-5.315084951819779,0.8266914602874241,0.32294803547318596,20374.342904741738,3,4,-23959,32767,892.6,-2255.5,11436.100000000002,16225.944375727737,-407,9355.5,-4.554120904376099,0.7902257731249106,-0.03476479018209888,15840.263321674927,2,4,-32768,32767,1363.75,-562.0,12978.275,18563.730041117105,508,10482.75,-5.137466207517788,0.12625159956968715,-0.20864537672400196,18145.00712179524,4,2,-32768,32767,3704.55,2213.0,13933.205000000002,19311.753289192355,508,20037.5,-5.137466207517787,-0.5751945481068513,-0.18425664106039852,19183.855583536904,3,3,1
-32768,32767,2580.3,1360.0,13196.849999999997,18512.607482469884,102,14430.0,-4.554120904376099,0.1286476310884131,-0.579250005700501,18227.4175927365,3,4,4332,32767,10497.7,6462.0,5960.379999999999,8414.518856682995,305,6646.0,-4.554120904376099,1.9034371218511383,2.534280501876885,13321.622517546426,1,1,-32768,32532,-12192.0,-11698.0,10032.0,16032.604726487505,306,10592.0,-4.905273398029051,1.157872304558084,1.5586809506875827,19820.117497129024,3,4,-31666,32767,-688.8,-350.5,10262.840000000002,15871.029182958355,-305,7943.75,-4.321928094887363,0.31818438198746385,0.34166214485818314,15484.493353029024,2,4,-32768,32767,1306.65,1416.0,11471.150000000001,17894.78663355689,509,8618.75,-5.137466207517787,-0.4539076462926964,0.3115275406665048,17490.556121804704,4,2,-32768,32767,3812.8,1771.5,12532.76,17693.45590473019,509,13026.75,-4.786313713864835,-0.3583321939112146,0.12292129587858547,17661.905520073422,3,3,1
-31980,32767,2362.7,2252.0,12159.37,17649.44396947334,103,10698.0,-4.554120904376099,-0.009713971123564622,-0.3904583510852446,17364.045614429837,3,4,1444,32767,9295.75,5408.0,5970.075,8102.737418369957,-305,6713.0,-4.321928094887363,1.693433161160596,2.0521141293980394,12197.647480149604,1,1,-32768,23332,-12999.4,-12044.0,10170.02,15038.73282875711,307,10386.0,-5.315084951819779,0.6586511554228194,0.24833174608859787,19591.82766359484,3,4,-32124,32767,-2548.05,-567.5,10687.760000000004,16058.622931965638,-612,11970.25,-4.554120904376099,0.4716153190986116,0.7406408152556003,15858.056651115861,2,4,-32768,32767,1100.25,978.0,12563.45,18724.061800331452,612,8524.5,-4.554120904376099,-0.35754192127244,-0.3050987944950756,18283.09371660059,4,2,-32768,32767,3178.15,807.0,13035.68,18150.705093669734,510,13913.0,-4.786313713864835,-0.39579720856295436,-0.07677377121485485,17974.324133329745,3,3,1
-20208,32767,4891.3,2508.0,10890.219999999998,14853.209201700272,204,12140.0,-4.554120904376099,0.27473703706159563,-0.39842351792869746,15281.091194675857,3,4,324,32767,9206.7,4750.0,6893.6500000000015,9559.043775674592,-610,4786.0,-4.554120904376099,1.7042422505043597,1.5075116365058303,13098.468494446211,1,1,-32768,23276,-12656.0,-12336.0,10827.2,16269.15288449117,305,12762.0,-5.315084951819779,0.6977525702408558,-0.030520877251448475,20288.55354134444,3,4,-32768,32767,-3403.8,-1570.0,11077.34,17011.843025251248,-610,6956.5,-4.554120904376099,0.3065635643342155,0.4889841182723438,16926.85787144206,2,4,-32768,32767,964.0,478.5,10928.5,17138.50895375367,610,8420.0,-4.554120904376099,-0.5245463685361997,0.23130099026744233,16732.344746030067,4,2,-32768,32767,3425.4,117.0,11241.98,16601.903566823454,509,9325.5,-4.554120904376099,-0.38880752484183817,0.7452725881268738,16540.11508726587,3,3,1
-29916,32767,5193.3,3090.0,11686.619999999997,16843.013082424914,204,7379.0,-4.554120904376099,0.08444255907060695,-0.16985402741829025,17218.39423697808,3,4,-1140,32767,9041.5,4786.0,7741.7,10405.206685015668,-917,8218.0,-4.554120904376099,1.4913107158947252,0.8858248588319682,13586.891921995993,1,1,-32768,25192,-14416.4,-12888.0,11132.92,16773.35018602896,306,20264.0,-6.151887735920324,0.9639145537926188,0.6904217245079045,21797.031944739632,3,4,-32768,32767,-1048.65,-76.0,11180.680000000002,16735.43414836348,-407,11555.25,-4.554120904376099,0.19332033429288106,0.2666252815880581,16345.356684697952,2,4,-32768,32767,1260.7,165.5,11771.609999999999,17269.917526697904,509,12352.25,-4.786313713864835,-0.09922014743074051,0.1536850766211395,16879.778236102513,4,2,-32768,32767,2257.4,390.0,10051.880000000001,14382.431038194518,509,13123.5,-4.321928094887363,-0.11204481576557955,0.8703724519595215,14198.854221379977,3,3,1
-32768,32767,3035.15,-1796.0,13998.895000000004,17712.949926016812,204,22001.0,-4.321928094887363,0.2847305819373789,-0.5421353123721593,17529.212784663207,3,4,-4996,32767,7395.35,6054.0,5800.420000000001,8516.60921083033,203,5596.0,-4.321928094887363,1.389982717767607,2.1395048289238554,11117.42787024049,1,1,-32768,26468,-12344.8,-12364.0,12213.600000000002,16644.499624421525,408,20390.0,-5.741446071165521,0.6093892708074674,0.08356737114447954,20385.81581394279,3,4,-31322,32767,1689.8,2239.5,14051.519999999995,19039.211382385507,-612,16161.75,-4.905273398029051,-0.04416011269695326,-0.5003528100842791,18633.905001367802,2,4,-32768,32767,2571.55,-16.5,12488.515000000003,17349.52374433555,407,13171.5,-4.554120904376099,-0.02760463349654485,-0.04514575592148784,17104.635186112566,4,2,-32768,32767,2071.25,3512.0,11383.525,15900.713161348258,510,13904.5,-4.321928094887363,-0.3070781371209,0.20204838724531093,15635.892096391559,3,3,1
-32768,32767,3867.25,1202.0,13651.275,18657.860225582364,102,10365.0,-4.905273398029051,0.1921301913592458,-0.5148622649933396,18592.083889386904,3,4,-252,32767,8898.95,4846.0,8357.225000000004,10845.118394806414,305,7109.0,-4.321928094887363,1.3453932178221009,0.2431143817664223,13817.636355397402,1,1,-32768,23844,-15187.0,-12550.0,10646.4,15352.065981317852,305,17114.0,-5.315084951819779,1.0943513062237658,1.1681975314469852,21320.098555119297,3,4,-22353,32767,1388.8,-29.5,11849.219999999996,16434.150667692596,-407,10958.5,-4.554120904376099,0.4744056490214986,-0.48104463947177,16078.122035859784,2,4,-32768,32767,2114.8,53.5,13080.140000000001,19729.637493935494,509,6529.75,-5.48861870117074,-0.1277155319158337,-0.16842262890222148,19346.008500463344,4,2,-32768,32767,1547.5,256.0,11949.05,17232.883314053674,509,15880.75,-4.786313713864835,-0.22977246602106052,0.17263836406135624,16867.673526601113,3,3,1
-32768,32767,787.35,318.0,4313.825,10893.6319798843,203,893.0,-4.321928094887363,-0.17408306932953205,6.137499326091,10646.95152848927,3,4,-3632,32767,6300.3,4138.0,5293.34,9247.06801953434,102,1342.0,-4.554120904376099,2.437184191307045,4.521023365092101,10996.664662523815,1,1,-32768,-10348,-14490.2,-11432.0,5483.34,7894.161304073844,-814,765.0,-5.137466207517787,-1.9428591876108596,1.80731357021613,16406.333825690614,3,4,-2793,32767,3869.85,-4.5,7514.6449999999995,11048.97880146682,916,1366.25,-4.554120904376099,2.0734512232132363,2.553180693348641,11443.411857920697,2,4,-32768,21934,-1986.6,790.5,6284.719999999999,11652.107400990197,-102,1947.5,-4.554120904376099,-1.5122995152586882,3.3834562893207663,11529.510228105963,4,2,-32768,15082,-1285.6,-464.5,4074.62,8469.108947102684,-102,2730.75,-4.321928094887363,-2.3573332024974962,8.3727490588934,8354.177601655354,3,3,1
-32768,32767,3504.4,1180.0,13993.000000000005,19278.365229885083,103,11678.0,-5.31508495181978,0.15826164490687514,-0.5554501226685624,19114.22028229245,3,4,-1200,32767,9272.35,4264.0,8219.29,10095.177750709547,-610,11366.0,-4.321928094887363,1.2754875864508424,0.24496089759784656,13520.113078299308,1,1,-32768,26212,-15040.2,-12776.0,10174.219999999998,15021.58578635565,305,11227.0,-5.315084951819779,1.24619178769727,1.6935529553622723,20989.836912182047,3,4,-28607,32767,426.75,-149.5,11099.55,16328.80058403427,-408,11309.75,-4.554120904376099,0.42340777840882143,-0.10461173305896976,15921.066473386763,2,4,-32768,32767,1862.45,90.0,12880.784999999998,19537.92535847033,509,7479.5,-5.48861870117074,-0.13669908727434596,-0.14869250115889887,19134.072252137023,4,2,-32768,32767,2784.4,2235.5,11683.7,16736.59343568992,509,12216.5,-4.554120904376099,-0.36224412485556423,0.35496049190866286,16548.739081875694,3,3,1
-32768,32767,5514.25,2056.0,13683.95,17862.104900053808,203,22402.0,-4.905273398029051,0.04852726676682445,-0.38509033651665003,18262.22891516805,3,4,1288,32767,8303.35,3946.0,6663.955,8817.383334700417,406,8660.0,-4.321928094887363,1.6555268093793374,1.7753783022025997,11950.086093832128,1,1,-32768,26084,-15235.6,-12498.0,10886.359999999999,15412.840628924689,407,19101.0,-5.741446071165521,0.901783852921586,0.8571533642756037,21396.293622961897,3,4,-30550,32767,-1239.35,-31.0,11682.719999999998,17559.411767137724,-509,9284.25,-4.554120904376099,0.3038561766522141,0.0011844566794190214,17159.611969680434,2,4,-32768,32767,1222.55,1259.0,14738.250000000004,21077.31023855049,407,10778.25,-5.48861870117074,-0.2828775113256251,-0.5938667853559689,20579.96562314913,4,2,-32768,32767,2981.95,99.5,10689.640000000001,15201.822278145333,509,10512.5,-4.554120904376099,0.08299284319912695,0.6492690572618502,15113.988763724816,3,3,1
-32768,32767,5114.7,1806.0,12494.98,16616.348601682366,203,19627.0,-4.554120904376099,-0.07152864110583669,-0.0522244604130222,16984.052664190604,3,4,-36,32767,7942.75,4188.0,6666.25,9243.095909209322,-612,6273.0,-4.321928094887363,1.8254053302113753,2.2122225242907945,12010.427071923796,1,1,-32768,27856,-13646.6,-12428.0,10797.380000000001,16236.674135717378,407,13299.0,-5.741446071165521,0.8936280625792145,0.6358049345262762,20896.837062101047,3,4,-30473,32767,-180.8,-302.0,11734.320000000003,17449.79277994893,-610,11389.25,-4.554120904376099,0.29800388689937096,-0.13790413501328347,17008.915112375627,2,4,-32768,32767,349.45,347.5,12983.349999999997,19573.684687879446,509,7510.75,-4.786313713864835,-0.05888013971976496,-0.4111159826385511,19081.268064518143,4,2,-32768,32767,2997.05,369.0,11168.960000000003,15231.607008126226,509,15264.5,-4.321928094887363,-0.31555056457729225,0.4046601229628424,15145.430602990462,3,3,1
-32768,32767,4339.7,1986.0,12762.780000000002,17821.861773203098,204,15786.0,-4.554120904376099,-0.24607183244574027,-0.0899660063426242,17904.49148398245,3,4,188,32767,9842.5,5426.0,6824.05,9140.402631348243,101,8801.0,-4.554120904376099,1.5670727084040827,1.5878202612932393,13275.707834236184,1,1,-32768,27620,-14538.6,-11992.0,11378.18,15923.463166032694,406,19779.0,-5.741446071165521,0.8512901236604635,0.7465311473908347,21266.16409228519,3,4,-32768,32767,-1161.15,-35.0,11790.595000000001,17866.80906413371,-509,5657.0,-4.786313713864835,0.10509446516050251,-0.09023844045506424,17453.079732528582,2,4,-32768,32767,3073.0,141.5,12789.3,18230.07174394752,408,12533.75,-5.137466207517787,-0.14854705328738327,-0.004300651904682873,18032.250802381826,4,2,-32768,30346,1900.95,-105.0,12159.734999999999,17253.65060219522,610,12145.5,-4.554120904376099,-0.4241391052357672,-0.08493329392608562,16923.87801450956,3,3,1
-24496,32767,3647.3,1520.0,11760.22,15968.995921703043,204,14940.0,-4.554120904376099,0.22881816436602054,-0.44712522648763464,15986.281196701126,3,4,-1152,32767,8306.95,5596.0,5671.7300000000005,8033.809828829001,-611,5661.0,-4.321928094887363,1.7053217856941467,2.7215489672352424,11415.79667171766,1,1,-32768,22272,-12897.6,-11590.0,11306.08,16351.716157800169,407,16353.0,-5.741446071165521,0.6181239301626784,-0.09098155695524213,20502.62851441249,3,4,-32166,32767,-1120.0,295.5,10553.7,15830.631433361948,-509,10009.25,-4.554120904376099,0.4438128492966577,0.5146586323864422,15470.386129634902,2,4,-32768,32767,3499.4,552.0,13960.580000000002,19796.93463087019,509,15182.0,-5.137466207517788,-0.3810828078053072,-0.263882423158571,19610.41789712805,4,2,-32768,32767,2224.95,1565.0,8725.744999999999,14114.06640824379,610,5219.75,-4.321928094887363,-0.28715250203661524,1.1981088929155002,13935.455842920963,3,3,1
-27740,32767,3451.7,1434.0,12305.210000000001,16823.97617468343,102,14328.0,-4.554120904376099,0.14997370445134872,-0.5232251079778782,16757.32969479326,3,4,-1700,32767,8337.1,3934.0,8300.850000000002,10837.101675554944,-611,4101.0,-4.554120904376099,1.4863402450722463,0.7226891245513416,13456.517770210836,1,1,-32768,29380,-12667.8,-11934.0,12427.36,17731.27218875112,305,18203.0,-5.315084951819779,0.8866140921375607,0.1921889476968115,21427.81532494622,3,4,-30577,32767,-1478.2,82.0,12153.139999999998,17180.608973337843,-509,13260.25,-4.554120904376099,0.44345104783069017,-0.21727355500661183,16810.702950798935,2,4,-32768,32767,2449.75,344.0,13145.35,19105.016577011775,509,10578.25,-4.786313713864835,-0.1641370467451643,-0.2562923647296729,18781.715857450297,4,2,-32768,32767,2346.3,510.5,11480.52,16571.533493503724,509,12256.0,-4.554120904376099,-0.01577426935283407,0.04121390787098633,16321.460103189298,3,3,1
-32768,32767,4092.9,1534.0,13014.859999999999,17176.29316329862,204,22189.0,-4.554120904376099,0.005457899775785184,-0.36563131755796174,17234.431377332992,3,4,-7688,32767,8594.5,6230.0,6307.5,9670.026846422212,204,5152.0,-4.554120904376099,1.461415323787583,1.9098611738912163,12755.366654863356,1,1,-32768,26152,-13797.8,-12048.0,12086.560000000001,17221.9266591352,408,17395.0,-5.973638880654258,0.9824371541703022,0.5036949675547016,21728.88181200312,3,4,-24740,32767,1354.5,-167.5,11274.25,16231.27689791663,-510,10427.25,-4.905273398029051,0.6928528452520537,0.10345834481657512,15878.170628255637,2,4,-32768,32767,3084.15,597.5,13494.095000000005,18547.376654551164,509,15142.75,-4.786313713864835,-0.18807639373511906,-0.2564234437902937,18338.944979196596,4,2,-32768,32767,772.6,-181.5,10420.08,16181.652493195073,509,8999.25,-4.554120904376099,-0.4404141812238252,0.4573331179703741,15790.83576952151,3,3,1
-32768,32767,3178.3,2228.0,9713.619999999999,15326.403815157135,204,4847.0,-4.554120904376099,-0.045890767532768925,0.7010714784317176,15272.698258657505,3,4,-648,32767,8452.95,4314.0,6843.425000000001,9073.282487756655,-509,4536.0,-4.554120904376099,1.532223868494276,1.1296888294683383,12233.584758769606,1,1,-32768,27120,-14355.8,-12248.0,10834.54,16006.899169124743,407,18121.0,-5.741446071165522,0.9464490084741413,0.9271261639602617,21201.386124496672,3,4,-32768,32767,-1655.3,36.5,11199.920000000002,16960.5065716924,-509,7776.5,-4.554120904376099,0.1610820771869866,0.29723945505713134,16613.725112087297,2,4,-32768,32767,2834.05,594.5,11906.870000000003,17563.660634734017,509,9743.5,-4.786313713864835,-0.11816511522174682,0.23884535338123802,17351.942414323534,4,2,-32768,28717,2737.45,208.5,10233.529999999997,14540.012442892668,509,14688.75,-4.321928094887363,-0.4333005910325997,0.4134272395147871,14433.814334748802,3,3,1
-32768,32767,3638.45,772.0,12864.23,17576.264358129178,103,14153.0,-4.905273398029051,0.09676030784326635,-0.30740403586114295,17513.341592911387,3,4,-96,32767,7987.55,3672.0,6605.325,8928.34343375369,-610,4292.0,-4.321928094887363,1.747768922996246,1.8994656032855382,11812.303147566101,1,1,-32768,24420,-12906.6,-11582.0,9907.38,15338.904278440421,408,9532.0,-4.905273398029051,0.9005556039062336,0.9709032332101821,19750.903999564172,3,4,-32768,32767,-2374.25,-155.5,12039.85,17839.37304148209,-509,9336.0,-5.137466207517787,0.020387519665047683,0.15510071439058626,17549.020828809793,2,4,-32768,32767,1192.9,162.5,12442.350000000002,19261.64846719211,509,4301.25,-4.786313713864835,-0.09277909848112803,-0.16311171458846196,18811.793029905468,4,2,-32768,32767,3471.05,2704.0,10042.555000000002,15622.03900188179,509,7669.0,-4.554120904376099,-0.24635380503827004,0.7672708138543047,15617.10234166377,3,3,1
-32768,32767,4005.3,1112.0,11817.55,16516.33215335657,102,9102.0,-4.554120904376099,0.21240726196031864,0.0853164516683611,16588.91782184721,3,4,-176,32767,7370.9,3448.0,6698.3499999999985,9631.764930358517,305,4006.0,-4.554120904376099,1.9292558618696323,2.4871382779632825,11935.766322276922,1,1,-32768,25580,-14569.4,-12962.0,10085.279999999999,15503.908710556288,306,12196.0,-5.315084951819779,1.1929834600525118,1.4923285764227119,20990.951441037636,3,4,-30437,32767,831.4,-174.0,11871.019999999999,17038.11432116397,-713,12012.0,-4.554120904376099,0.19538325955467284,-0.2587655581881543,16627.498266426013,2,4,-32768,32767,2759.0,1020.0,13359.5,19368.058783797398,509,16091.75,-5.137466207517787,-0.3772176266983465,-0.21057533280491736,19078.199521967475,4,2,-32768,31534,2042.8,743.0,10426.96,15860.633851407738,611,10211.25,-4.554120904376099,-0.42413603017482027,0.8840377298631537,15593.42017326539,3,3,1
-32768,32767,4592.85,1812.0,13093.189999999999,17753.42539009244,101,20066.0,-4.905273398029051,-0.041303391076089276,-0.17671125975296098,17903.049420419975,3,4,1924,32767,10210.85,5404.0,7995.475,10623.771598463316,509,7561.0,-4.905273398029051,1.4333053198232693,0.5225209411758707,14542.446649377815,1,1,-32768,25616,-13623.4,-12564.0,10671.28,16233.954813421482,406,12625.0,-5.547277761308516,1.0194881149674446,0.8558116271667182,20879.685150882902,3,4,-32768,32767,-339.35,-173.5,13529.319999999998,20168.605150410323,-509,9408.75,-4.905273398029051,0.2579844366785251,-0.6055271869919356,19660.85350258223,2,4,-32768,32767,899.35,-320.0,12415.654999999999,19015.231684861148,305,7604.5,-5.48861870117074,-0.10313713945973825,-0.025657229935678316,18555.562903075723,4,2,-32768,32767,3291.5,2969.5,12323.55,18042.66861024021,610,11543.5,-4.554120904376099,-0.5965536839339927,0.04681529732015166,17891.198067765054,3,3,1
-32228,32767,6652.5,1536.0,10977.55,15266.110022220013,204,8014.0,-4.554120904376099,-0.013297583194814899,0.830983930657653,16298.992781764155,3,4,-2472,32767,7466.55,4086.0,5950.7699999999995,8390.86982176398,-204,5633.0,-4.321928094887363,1.8705251211185623,2.854552346990139,11074.101789761551,1,1,-32768,25920,-9857.2,-11744.0,9619.68,15129.417067421995,408,888.0,-4.905273398029051,0.7255788167447289,0.6707174225258146,17737.493892881263,3,4,-20695,32767,2263.0,480.0,8833.8,14399.005850185777,-204,2645.0,-4.554120904376099,0.6172769275865987,0.551089209797393,14215.694495873215,2,4,-32768,32767,-1282.25,51.0,9753.25,16089.975826336884,509,3475.5,-4.905273398029051,-0.5479006287716389,0.7041226477580587,15734.901367660364,4,2,-32768,32767,-245.85,662.0,9199.635,14303.010939088463,509,9052.75,-4.321928094887363,-0.5145952830931042,1.238920054793013,13943.018254667819,3,3,1
-32768,32767,4977.5,1900.0,13292.35,18445.796493053855,101,19070.0,-4.786313713864835,-0.3979443607907821,-0.1013028511622669,18655.040715581406,3,4,156,32767,9927.95,4086.0,8965.529999999999,11053.654601533377,202,9854.0,-4.321928094887363,1.1800887940774092,-0.2451278313555827,14650.539486653724,1,1,-32768,25912,-11443.6,-12122.0,9310.920000000002,15286.2289260284,408,5363.0,-4.554120904376099,1.0486725499087437,1.1616149380301621,18786.7329783547,3,4,-29637,32767,1518.9,-7.5,11340.269999999999,16859.45750797332,-509,7618.25,-4.905273398029051,0.38389955251702734,0.025331814688427823,16502.61492309628,2,4,-32768,32767,498.6,-123.0,12276.179999999998,18883.376293783684,611,7431.75,-5.137466207517788,-0.09502872664405002,-0.0754582492464686,18411.990853788735,4,2,-32768,32767,3523.75,3199.5,10415.85,16745.610085772834,611,7294.25,-4.7863137138648355,-0.30161624205232423,0.8797615448894733,16697.649485780927,3,3,1
-30328,32767,1142.9,-128.0,7054.06,13658.57970924079,102,3101.0,-4.7863137138648355,0.43171818679845847,2.1684939951680935,13361.705733176434,3,4,-14484,32767,11458.45,8358.0,6466.875000000001,10651.77226407838,102,3084.0,-5.137466207517787,0.4997501763401277,1.6163482419545927,15462.319235806768,1,1,-32768,7848,-11405.0,-8390.0,6491.6,9983.343591360455,305,1268.0,-5.137466207517787,-1.1709519517332263,1.2621712393148758,14991.92505317446,3,4,-8905,32767,2957.2,6.5,8164.539999999999,12119.21243576322,509,2398.5,-4.554120904376099,1.7995836976275903,1.7659910128023508,12176.886974920972,2,4,-32768,10917,-3752.2,8.5,10659.019999999999,14271.13755876008,-204,4872.0,-4.905273398029051,-1.3035300287871703,0.20669624538733444,14406.981075159361,4,2,-32768,14441,-2323.35,-14.0,4981.26,8754.048689035262,-204,1193.5,-4.321928094887363,-2.019685604372981,6.042958932688723,8843.056895101377,3,3,1
-32768,32767,1134.3,1336.0,12314.300000000001,17691.275625959937,204,11622.0,-4.554120904376099,0.009597896744221037,-0.3326715229308026,17280.590502063293,3,4,1692,32767,12408.5,8046.0,8100.2,9667.122396093506,-916,13386.0,-4.554120904376099,0.8769244833577581,-0.3638101580228055,15580.48346169014,1,1,-32768,27656,-12971.0,-10574.0,11707.9,16732.53767521925,408,17292.0,-5.741446071165521,0.8695286534399271,0.6954536385145924,20838.084537692037,3,4,-32768,32767,-2732.25,-1107.5,13042.575,18896.04260399794,-509,13252.0,-5.137466207517787,0.4875982034273547,-0.05882221892935657,18619.14592160446,2,4,-32768,32767,3691.45,-62.5,16090.639999999996,21056.823803260995,611,26940.75,-4.554120904376099,-0.2052594373346988,-0.7018094480549433,20852.988763004694,4,2,-32768,32767,2896.8,-25.0,11135.16,15365.37578487836,407,15531.5,-4.554120904376099,0.12197473247016138,0.4529187399472061,15253.900635575152,3,3,1
-32768,32767,4449.4,1198.0,12537.3,17714.18880119015,101,6255.0,-5.315084951819779,0.14058030891974257,-0.08981832058083894,17829.75100779593,3,4,3480,32767,11871.1,6252.0,7896.519999999999,10094.928257089769,-713,9653.0,-4.554120904376099,1.201557078643251,-0.0235888050265447,15418.664433082393,1,1,-32768,31444,-13751.4,-11646.0,8576.42,14232.333611959259,305,5194.0,-5.315084951819779,1.2679905335628603,3.4075286053246536,19532.85324779767,3,4,-32768,32767,-787.8,-505.0,11709.260000000004,18359.360425163308,-406,6914.0,-5.137466207517787,0.26665515833704617,0.0918067296806715,17911.823980265104,2,4,-32768,32767,26.65,-600.5,12169.515000000001,19080.89783630408,406,5191.5,-5.48861870117074,0.027627645565692478,-0.06523689362412899,18597.77780677036,4,2,-32768,32767,4706.5,3263.5,11881.8,17043.119085363887,610,13997.25,-4.554120904376099,-0.5577724928500187,0.46268342883592517,17265.446852022105,3,3,1
-32768,32767,5263.7,1740.0,12647.950000000003,17555.434798315157,204,11163.0,-4.554120904376099,0.01437217424530401,-0.13217286073603463,17902.239080628995,3,4,-16,32767,13897.9,9716.0,7983.67,9591.671545778934,204,14178.0,-4.554120904376099,0.771560152832462,-0.6233911783888582,16749.679976047304,1,1,-32768,28284,-12856.8,-10286.0,10546.56,15573.281497149976,305,12640.0,-5.315084951819779,0.9578496310856375,1.2257538405644564,19892.160465871977,3,4,-28308,32767,111.15,-1293.5,10589.809999999998,16674.54175263975,-509,4658.5,-4.905273398029051,0.6344062967232421,0.38460400463777367,16252.712999681007,2,4,-32768,32767,2147.7,1682.0,12666.039999999997,18733.144044713903,407,12224.75,-4.786313713864835,-0.19310020470520142,-0.27890060361824975,18384.688379192074,4,2,-32768,32767,3174.95,-216.5,11733.130000000001,15852.708383826137,407,14570.5,-4.554120904376099,0.21624520059566124,0.2351443952512402,15774.132383430791,3,3,1
-32768,32767,3634.65,1072.0,12907.175,17717.72349424217,101,11872.0,-4.905273398029051,0.19833717554371594,-0.28603198396604723,17647.450811661154,3,4,3180,32767,13164.85,7774.0,7737.19,9702.714922693165,204,8712.0,-4.905273398029051,1.2274703947643661,-0.011984631546859248,16209.528634417473,1,1,-32768,27380,-12052.8,-10538.0,11004.560000000001,16211.090036404741,305,10111.0,-5.315084951819779,0.7780729466492581,0.39236461883823637,19872.832108182265,3,4,-28000,32767,-2361.5,165.5,11386.35,16771.906198351928,-814,10024.75,-4.554120904376099,0.4257868612349892,0.11275577593962183,16516.920957006485,2,4,-32768,32767,-165.8,-457.0,12412.539999999999,19002.203308813263,509,7101.25,-5.137466207517787,0.012982169150273368,-0.14526163135329417,18521.798878618676,4,2,-32768,32767,4406.35,831.0,13102.619999999999,17231.328971794675,509,16660.25,-4.321928094887363,-0.08989782506679751,-0.2958021372330166,17363.429486999394,3,3,1
-32768,32767,2716.9,1676.0,10391.749999999998,16066.462882925445,203,5927.0,-4.554120904376099,0.12273571250679119,0.4424979795835404,15893.59033384213,3,4,-804,32767,10774.9,6832.0,7292.459999999999,9442.0237622194,-610,8084.0,-4.554120904376099,1.3336732927116952,0.71636899907026,14170.133806707683,1,1,-32768,23268,-13677.6,-11048.0,10352.080000000002,15552.964308418743,407,13746.0,-5.741446071165521,0.8638167645911775,0.8959071524113096,20417.55875710904,3,4,-32768,32767,-2791.05,-54.5,13581.365000000002,18663.1774258551,-509,18921.5,-4.554120904376099,0.216411423449575,-0.31232135812142436,18403.4899448447,2,4,-32768,32767,-1774.8,-474.0,12593.659999999998,18401.482928228765,407,11424.0,-4.786313713864835,0.13458179539029033,-0.09282741700706332,18023.145127862674,4,2,-32768,32767,3641.35,886.0,13057.585000000001,17688.470741894056,407,17398.75,-4.786313713864835,-0.3282973963679098,0.045618647976565896,17620.93434384227,3,3,1
