2,103,206,307,409,511,613,715,817,918,1020,1122,1223,1326,1427,1530,1631,1732,1835,1936
-11012,-16684,-32768,-16812,8984,24240,32767,32767,32767,32767,17756,4924,9140,6956,4924,-2344,-984,-5924,-6328,-4764
6408,21036,22032,24724,11744,7028,12424,14672,32767,32767,32767,32767,28468,15748,3032,1072,-7084,-8992,-4908,-1540
580,7684,-2108,-25632,-30528,-18980,-32768,-32768,-32768,-32768,-12588,3420,312,-11188,-4424,-10876,-15992,-14968,-12032,-9124
742,-8618,-19082,-32768,-32768,-32768,-17613,-25355,32767,32767,6112,27333,-16319,-29454,-13986,-25226,-29608,-11020,-1160,1705
-6731,-15901,-21143,-32768,-32768,-15496,-16284,6763,27487,-4196,-25822,9987,135,4001,28000,8843,10357,2558,2628,-1357
3469,903,-11874,-23204,-32768,-32768,-3801,32767,32767,32767,-5409,9750,-22077,-32768,-32768,-14688,-14249,-3280,2754,3018
2,104,206,308,410,511,614,715,816,919,1020,1123,1224,1326,1428,1529,1632,1733,1835,1937
-7068,-8500,-32768,-24324,-1196,23476,32767,32767,32767,16272,4108,27264,12104,9316,6160,1216,-2100,-2388,-2648,-1420
1264,-1592,6368,17752,24320,15700,18668,13952,27236,32767,32767,31916,26504,17716,10648,1912,-2364,-3712,-3416,-2008
-7440,-6200,-11760,-30476,-32768,-30420,-24188,-22092,-32768,-32768,-28940,-1356,2056,-5540,-7608,-8052,-16964,-13916,-15424,-14184
1428,2724,10362,-16004,-32768,-32768,-16401,3205,23983,32767,32767,13702,3368,-10969,-18592,-18587,-30841,-16425,-14352,-2615
-3756,-5621,-12201,-32768,-32768,-32768,-22712,3809,32767,-32768,-32768,-26820,-2105,13263,10847,28716,24180,10907,2653,1431
-24,-1117,-9944,-32768,-31068,-32768,-32768,26257,32767,32767,13661,-22569,-7387,-22302,-31609,-32768,-28630,-14595,-8392,-2330
2,103,206,307,409,511,613,715,816,918,1020,1122,1224,1326,1427,1529,1631,1732,1835,1936
-4092,-26428,-22852,-392,7868,28164,26556,31416,32767,32767,-32768,18276,13084,11400,9268,1176,736,-4000,-3576,-836
-1076,5484,23236,11856,496,5676,2968,8624,27140,32767,32767,32767,31720,19736,15112,7672,-1236,-6424,-6188,-5052
-4604,-4580,-1864,1100,-27272,-14696,-13176,-22896,-32768,-32768,-32768,520,3424,-1964,-5092,-3104,-8948,-15908,-14832,-15052
-621,6454,-26229,-32768,-32768,-11394,-4049,-16057,4164,32767,2913,32767,-1973,-16677,-7038,-8225,-20224,-19909,-11108,-591
-15819,-10780,-32768,-32768,-32768,-19522,-14133,-5284,32767,32767,-11993,-12890,-14313,-174,12386,25481,17562,23068,10381,2937
-2466,-963,-26218,-32768,-32768,-32768,-8088,17220,32767,32767,28605,4511,5064,-7801,-21485,-32768,-19593,-21571,-13313,-2592
2,104,206,308,410,511,614,715,816,919,1020,1123,1224,1326,1428,1529,1632,1733,1835,1937
-1520,-364,-1580,-32,-5316,-32768,-25008,18008,19224,27788,30128,32767,32767,-32768,5456,6712,-3980,436,508,5236
156,912,-524,128,2132,19364,32767,27716,10536,12648,14212,22788,32767,32767,32767,22460,16016,10636,2292,-1652
-10896,-9668,-13868,-11572,-11156,-32768,-32768,-32768,-32768,-24620,-19884,-32768,-32768,-32768,-14764,-16184,-7868,-14796,-13208,-10228
226,-726,-134,788,-2049,-11103,-32768,-32768,-32768,-10024,-6876,6483,32767,32767,32767,-19462,-12840,-27650,-19012,-22267
-1395,2728,4500,-987,-1032,-32768,-32768,-32768,-29928,-1121,-287,29047,32767,-32768,11358,-11756,6646,9008,21992,7760
1377,1613,-3739,1502,4716,4877,-32768,-32768,-32768,-13572,22212,32767,32767,32767,6975,-4676,-13690,-27128,-32768,-31987
2,103,206,307,409,511,613,715,816,918,1020,1122,1224,1326,1427,1529,1631,1733,1835,1936
-2880,-3228,-3192,-3872,-25992,-32768,15016,28688,31964,22348,32767,32767,12032,17548,7508,12748,3616,5576,-1200,-6636
-828,-192,-104,132,9736,32767,32767,13260,10828,15448,16692,32767,32767,32767,32767,17620,11600,2824,-1964,-5844
-9964,-9312,-10012,-9248,-11104,-32768,-32768,-32768,-17072,-16552,-32768,-32768,-32768,-24536,1336,-2008,-8884,-7812,-10372,-14384
1452,209,-632,-1438,-5418,-12038,-32768,-32768,-2823,-2112,-824,32767,32767,14580,-4458,-11161,-10726,-10361,-17075,-13271
-1391,-90,-821,45,-14391,-32768,-32768,-32768,-25731,2920,19609,32767,4957,-16185,1748,4493,15083,23441,22157,18369
4382,2528,2005,3018,15459,-32768,-32768,-32768,-32768,12653,32767,32767,32767,-5745,-3059,-3040,-24276,-32768,-30191,-11358
2,104,206,308,410,511,614,715,817,919,1020,1123,1224,1327,1428,1529,1632,1733,1835,1937
-704,-1076,-1792,-3096,-25908,-32768,916,16304,27316,23668,25056,32767,32767,21852,28644,4952,6512,8444,-1480,-4044
-232,-80,172,428,4080,32767,31612,16200,9832,9128,13652,28476,32767,32767,32767,32767,22176,18148,440,-6756
-11752,-11980,-11528,-11480,-15464,-32768,-32768,-32768,-20580,-13360,-16892,-32768,-32768,-32768,-6288,-876,-1128,-5120,-1244,-3500
766,524,308,-349,-976,-13174,-32768,-32768,-6769,-8919,-11716,-5171,32767,32767,21439,-1652,-14552,-17901,-10472,-23764
61,-60,-1092,-1876,-10201,-32768,-32768,-32768,-23163,-3058,-11421,20886,32767,7097,-8128,-8581,8374,10710,17493,981
759,1380,1782,1723,15845,-29228,-32768,-32768,-32768,-8096,14247,32767,32767,32767,-12661,6351,-21503,-32768,-32768,-14903
2,103,206,307,410,511,613,715,816,918,1020,1122,1224,1326,1427,1529,1631,1733,1835,1936
6748,6104,6552,5936,5632,-420,-3008,-9424,-13880,32767,23736,32767,32767,22448,32767,32767,28688,-2108,4140,8240
13648,13348,13648,13728,14496,16340,29584,32767,32767,32767,11620,9104,7220,13068,32767,32767,32767,32767,16336,9876
-4852,-4572,-4500,-4704,-4796,-5132,-3320,-11252,-32768,-32768,-32768,-23868,-19476,-32768,-32768,-32768,-32768,-20596,-6268,-9984
-640,-119,-698,-370,-473,2804,-2105,-6547,-32768,-32768,-32768,4621,-11552,-6085,32767,32767,13233,26285,-8102,-24842
-1435,-817,-1532,-1626,-1470,761,-9798,-21982,-27010,-32768,-1049,-23811,14872,32767,-22129,32767,-10922,9026,-12532,-13757
-2183,-700,1134,2293,2395,-2124,-13852,-21541,-32768,-32768,-32768,-22116,32767,32767,32767,32767,-31283,27307,-21523,-15094
1,103,205,307,409,510,612,714,816,917,1020,1121,1223,1325,1426,1529,1630,1733,1834,1935
8072,9280,10304,17736,28288,32767,32767,32767,32767,32767,32767,32767,32767,-11512,9292,708,-464,-4348,-6760,-6644
13032,13992,15956,27032,32767,32767,32767,17456,6568,24776,32767,32767,32767,32767,22688,10544,3652,1340,4372,5896
-6072,-5648,-4548,-4568,-9648,-32768,-32768,-32768,-16224,-32768,-32768,-32768,-25744,-5520,-7628,-7572,-6496,-8632,-8112,-6700
493,1909,-2088,3271,-16541,-32768,-32768,2161,-10400,-1931,32767,32767,19947,2816,-9447,-13814,-11478,-3538,-1043,288
-8279,-8587,-13147,-20143,13830,-8706,-32768,-23856,-12373,10668,12113,872,14279,-6151,4090,5253,4630,12865,4788,-1023
9834,12049,15834,16285,-30438,-32768,-32768,-32768,-1580,32767,32767,32767,-32768,20141,-32768,-32768,-27455,-6313,1509,3589
1,104,205,308,409,510,613,714,817,918,1020,1122,1223,1325,1427,1529,1631,1733,1834,1937
2752,2880,2336,-7392,8228,29536,30448,32767,32767,32767,32767,32767,19392,21476,9296,14308,18896,8660,5836,4952
13184,12812,12236,27572,32767,32767,32767,25144,15620,23120,32767,32767,32767,29184,32767,23880,11980,5764,8320,7896
-4312,-4772,-6752,-4464,-14720,-32768,-32768,-32768,-28096,-21852,-32768,-32768,-26028,-25664,5088,-9820,-12344,-9248,-8264,-12272
-510,506,2691,15492,-6881,-32768,-32768,-23849,7556,-9889,-6904,32767,32767,-7203,20417,-32768,-32768,-10617,-11180,-10090
-4619,-5414,-11339,-28091,-18970,5830,-30906,-898,-16082,32767,12061,10842,-560,-3795,-8813,4985,15500,24718,21266,26190
2809,4972,9837,25411,-15067,-32768,-32768,-32768,-25873,32484,32767,32767,4579,10467,8200,-32768,-32768,-20552,-7235,-187
1,103,205,307,408,510,612,714,816,917,1020,1121,1223,1325,1426,1529,1630,1732,1834,1936
2848,3116,3556,3548,3712,-17644,-18816,32767,32767,32767,32767,32767,32767,22616,32767,9668,11320,13032,11736,1412
12840,12544,12504,12688,12760,22532,32767,32767,32767,18752,11192,29624,32767,32767,29536,30048,14772,13284,9580,9732
-6188,-6036,-5672,-5428,-5124,-6892,-32768,-32768,-32768,-32768,-19440,-32768,-32768,-32768,-20648,5992,-4856,-8588,-7412,-13716
-392,-269,-236,-109,-1480,2029,-2807,-32768,-32768,6804,-3864,32767,32767,32767,-4058,16865,-24992,-22841,-3044,-17942
-1853,-2102,-2138,-2828,-4273,-10733,-32427,-32768,-32768,-32592,9693,32284,32767,-21919,-19055,-7525,3377,2409,32767,29073
874,765,729,1978,3111,14387,-32768,-32768,-32768,-32768,32767,32767,32767,32767,-31035,11595,-15977,-25061,-25613,-29523
1,104,205,308,409,510,613,714,816,918,1020,1122,1224,1325,1427,1529,1631,1733,1834,1937
4924,4160,4580,5300,2100,5232,18108,32767,31108,32767,32767,32767,32767,4344,11472,10200,15700,12744,12444,420
12936,13960,13132,13768,14500,32767,32767,32767,14156,20456,21752,32767,32767,32767,32767,19028,14124,10516,6732,4880
-4552,-4476,-4560,-4840,-3048,-5520,-32768,-32768,-32768,-12176,-32768,-32768,-32768,-32768,-4636,-8732,-13384,-8580,-6660,-10996
-1499,1190,2209,5413,3382,17794,-32768,-32768,-13699,11341,-4777,32767,32767,4463,17817,-16695,-19871,-10907,-14825,-11000
-3042,-5584,-4614,-6717,-2796,-25231,-32768,-32768,-10420,-4377,32767,10840,22629,-32768,1887,5767,7559,5322,24060,18690
2517,3625,4718,10071,5947,5680,-32768,-32768,-32768,-17698,32767,32767,32767,32767,15654,-23127,-32768,-32768,-31964,-12858
1,103,205,307,408,510,612,714,816,917,1020,1121,1224,1325,1426,1529,1630,1732,1834,1936
3780,4772,3848,3024,3472,13992,32767,32767,28156,32767,32767,32767,32767,14208,7424,8108,4828,-528,-3340,-3156
15184,14304,15716,13480,30076,32767,32767,32767,14876,13928,17832,24412,32767,32767,27284,32148,11976,7380,7844,6132
-916,-1340,-676,-1192,-4792,-13612,-32768,-32768,-32768,-13332,-17956,-32768,-32768,-21616,-19360,-7928,-6348,-7264,-10160,-9632
-2695,-3477,-1205,781,30325,-7706,-32768,-32768,-3098,14204,-16772,6814,32767,24560,19091,3650,-16176,-9042,-7834,314
-1123,-1324,-2340,-8003,-23882,-13374,-12699,-32768,-22078,-3920,19573,2966,32767,5798,24806,-11136,473,12208,2378,5811
-894,644,3662,6489,28876,-19567,-32768,-32768,-32768,-15029,28070,32767,32767,-32768,24512,-29864,-32768,-22777,-4329,-7141
1,104,205,307,409,510,613,714,816,918,1020,1122,1224,1325,1427,1529,1631,1733,1834,1937
7276,7244,6808,6600,5904,-4784,2000,32767,32767,32767,32767,32767,32767,1636,14984,8704,12800,15200,11424,8200
13904,14184,14292,13892,12976,32767,32767,32767,19088,20840,11160,32767,32767,32767,32767,32767,19872,12656,6560,10320
-4368,-4360,-4472,-4680,-6780,2276,-32768,-32768,-32768,-17860,-24856,-32768,-32768,-32768,-17616,6104,-9320,-8072,-5804,-10164
216,-20,21,-243,-1939,870,-32768,-32768,-32768,1479,-7658,23304,32767,32767,7861,871,-28505,-27742,-7658,-14143
-305,-6,-333,-805,-5924,-32768,-8233,-32768,-2142,-32768,11289,32684,25433,-12389,9273,-4580,11083,8165,21838,23960
1866,1882,1382,1110,12177,8122,-32768,-32768,-32768,-31463,30977,32767,32767,32767,25657,-5039,-23431,-27108,-13825,-3630
1,103,205,307,408,510,612,713,816,917,1020,1121,1223,1325,1426,1529,1630,1732,1834,1936
7424,7732,7440,7556,5396,3296,19772,16388,32767,31692,32767,32767,32767,32767,11760,15784,11248,12952,14168,8576
13864,13560,13472,12936,14572,32767,32767,32767,32767,18812,13540,22608,32767,32767,32767,32767,23012,18124,9724,9616
-5352,-5472,-5544,-5808,-4744,-1052,-32768,-32768,-32768,-32768,-16772,-32768,-32768,-32768,-25000,-3544,-1424,-8496,-8564,-5652
164,246,35,-218,303,19622,-32768,-32768,-32768,-1797,6961,-6156,32767,32767,32241,23698,-15337,-28553,-18572,9428
13,-44,-677,-2657,-7292,-25377,-3163,-31460,-32768,-13400,-2978,31884,13234,19203,-32768,-14913,2470,6398,11383,25458
825,253,1199,3637,10271,18812,-32768,-32768,-32768,-32768,3399,32767,32767,32767,20451,13287,-14020,-19865,-29129,-7973
1,104,205,307,409,510,613,714,816,918,1020,1122,1224,1325,1427,1529,1630,1733,1834,1937
1672,1164,1636,1908,-952,-11712,-1772,32767,32767,32767,32767,32767,32767,22756,32004,8964,11404,16140,6928,2584
13440,13560,13168,12616,12716,32767,32767,32767,25656,21100,11444,32767,32767,32767,32767,30176,19140,11984,7012,12804
-3080,-2992,-3396,-3380,-3244,-7696,-32768,-32768,-32768,-14528,-18200,-32768,-32768,-32768,-17712,-724,-5432,-10436,-8684,-7660
-1183,-558,-348,223,1434,28936,-32768,-32768,-32768,21947,1576,9843,32767,32767,-5484,14042,-18469,-28651,-7847,-6600
-258,-536,-717,-1111,-8161,-3442,-32768,-32768,3841,-17084,6731,6709,20841,17929,-14320,-6730,3023,9703,22150,16444
-134,-41,399,1398,11788,23738,-10181,-32768,-32768,-32768,32767,32767,32767,32767,-11739,2354,-27192,-25747,-10898,-2541
1,103,205,307,408,511,612,713,816,917,1020,1121,1223,1325,1426,1529,1630,1732,1834,1936
3308,3000,3196,3904,3792,-19996,12540,26228,29608,32767,32767,32767,32767,32767,31260,11104,13272,17364,6164,12388
13596,14108,13776,13640,13364,19784,32767,32767,32767,28828,12572,28632,32767,32767,32767,32767,22792,15056,14204,8936
-4380,-4184,-4528,-4604,-4660,-8100,-32520,-32768,-32768,-31900,-18212,-32768,-32768,-32768,-32308,2836,-2128,-12172,-5532,-6368
29,-5,-84,416,-166,-418,-32768,-32768,-32768,11619,-15057,-1856,32767,32767,18049,32767,-21110,-32768,-3223,-24526
-425,-1038,-1186,-2176,-3809,-28918,-9711,-32768,-32768,-27644,20,22713,32767,1110,-32768,-20650,7931,-1298,17472,24951
1965,1695,961,1731,1569,22283,-32768,-32768,-32768,-32768,4518,32767,32767,32767,-17378,18297,-26550,-26117,-29436,-25140
1,104,205,307,409,511,613,714,816,918,1020,1121,1224,1325,1427,1529,1630,1733,1834,1937
2404,2568,2824,4908,-56,8900,32767,32767,25936,32767,32767,32767,32767,16352,18656,9316,19484,16104,11624,7684
13424,13548,12632,9340,32556,32767,32767,32767,10040,10644,17708,32767,32767,32767,32767,30728,21056,9120,7284,8384
-4220,-4272,-4824,-7524,-11364,-24956,-32768,-32768,-32768,-18524,-29876,-32768,-32768,-26300,-11544,28,-13436,-8228,-6928,-12256
238,-349,-120,1797,20506,-25494,-32768,-32768,-10451,8716,-466,32767,32767,25404,25027,-16654,-32768,-20928,-12622,-16491
-684,-911,-651,-7692,-25458,-21104,-32768,-32768,-6706,-1056,25755,1023,29044,-8572,-32768,10728,4002,12888,27723,24447
1199,1378,2570,19657,32767,-19512,-32768,-32768,-32768,-8012,32767,32767,32767,-6931,24979,-24982,-32768,-31303,-14017,3422
1,103,204,307,408,511,612,713,816,917,1020,1121,1223,1325,1426,1528,1630,1732,1834,1936
-2844,-2820,-3900,-3048,-3268,-3316,-3916,-5440,-32768,-32768,-8412,13280,32767,32767,32767,32767,19016,15692,9840,10976
7328,6960,8212,7312,7488,7176,5940,5188,6056,29372,32767,24736,19132,14452,32767,32767,32767,32767,24956,15060
-3560,-5236,-7480,-7092,-6808,-7056,-7516,-7848,-16184,-29612,-26556,-24240,-14704,-32768,-32768,-32768,-23328,756,192,-5548
-1292,11648,1179,638,1015,-321,-705,-358,1186,26438,-4136,-18434,-1550,32767,32767,32767,18955,12895,-1339,-6050
2518,10132,3036,159,1527,1506,-312,-1648,15740,-28863,-32768,-17798,-8070,-14206,32767,32767,-11364,-1879,-1211,1145
-1049,6735,899,-515,-1592,-2065,-1446,-1790,-28985,-32768,-32768,-32768,-4968,32767,32767,32767,32767,6037,-1853,-6808
2,103,206,307,410,511,612,715,816,919,1020,1122,1224,1325,1428,1529,1631,1733,1835,1936
-2036,-5104,-15936,-27792,-17112,6568,19728,22960,26860,32767,32767,32767,32767,20440,-7428,3112,6948,5440,5208,5260
11600,12724,17556,21564,29916,22936,9964,2048,9016,17016,15776,32767,32767,32767,32767,23076,16832,9984,9304,10440
-2344,-1904,-1092,-11128,-19536,-26288,-10248,-10732,-5416,-19696,-32768,-32768,-32768,-24904,1712,-4860,-3776,-4404,-5476,-3280
85,645,3829,5222,6985,-11826,-10913,2404,18104,-27218,970,32767,32767,16033,8187,-1304,-8753,-11331,-5678,-3698
86,1468,2615,-4281,-32768,-32768,-32768,-21903,-20882,801,18896,32767,30967,-28291,-15458,7208,2076,10650,7442,6283
287,-1967,-10201,-30827,-32768,-32768,-32768,-31987,-14253,4985,32767,32767,32767,-19099,20070,-5362,-4470,-15124,-8514,-933
2,103,205,307,408,511,612,714,816,918,1019,1122,1223,1325,1427,1528,1631,1732,1835,1936
-1236,-1400,-1616,-1348,-1296,-1284,-1944,-31256,-32768,4428,31520,32767,32767,32767,32767,-31648,-2236,8748,9032,9580
12424,12504,12484,12192,12284,12448,12064,20836,32767,32767,22872,20580,20892,32767,32767,32767,32767,26352,17308,10876
